game_id,game_date,season,day_of_week,park_id,home_team_id,vis_team_id,attendance,daynight,temp,sky,precip,wind_dir,wind_speed,field_cond,home_runs,vis_runs,total_runs,gametype
SDN199605040,1996-05-04,1996,Saturday,SAN01,SDN,SLN,44375,night,67,night,none,torf,5.0,dry,3,4,7,regular
SEA199605040,1996-05-04,1996,Saturday,SEA02,SEA,CLE,57133,night,68,night,none,tocf,2.0,dry,5,1,6,regular
SFN199605040,1996-05-04,1996,Saturday,SFO02,SFN,CIN,18989,day,63,sunny,none,fromlf,12.0,dry,7,9,16,regular
ATL199605050,1996-05-05,1996,Sunday,ATL01,ATL,PHI,35471,day,85,sunny,none,rtol,5.0,dry,11,8,19,regular
BAL199605050,1996-05-05,1996,Sunday,BAL12,BAL,MIL,46027,day,75,sunny,none,ltor,5.0,dry,1,13,14,regular
BOS199605050,1996-05-05,1996,Sunday,BOS07,BOS,TOR,29866,day,60,sunny,none,rtol,13.0,dry,4,11,15,regular
CAL199605050,1996-05-05,1996,Sunday,ANA01,CAL,MIN,35541,day,78,,,unknown,,,5,1,6,regular
CHN199605050,1996-05-05,1996,Sunday,CHI11,CHN,NYN,25949,day,52,cloudy,none,rtol,20.0,wet,5,4,9,regular
COL199605050,1996-05-05,1996,Sunday,DEN02,COL,FLO,48134,day,59,sunny,none,fromrf,9.0,dry,5,4,9,regular
DET199605050,1996-05-05,1996,Sunday,DET04,DET,TEX,12337,day,54,cloudy,none,fromrf,5.0,dry,2,3,5,regular
HOU199605050,1996-05-05,1996,Sunday,HOU02,HOU,MON,25207,day,68,dome,none,tolf,0.0,dry,0,5,5,regular
KCA199605050,1996-05-05,1996,Sunday,KAN06,KCA,OAK,16589,day,61,overcast,showers,ltor,10.0,damp,2,0,2,regular
NYA199605050,1996-05-05,1996,Sunday,NYC16,NYA,CHA,26525,day,64,cloudy,none,ltor,13.0,dry,7,1,8,regular
PIT199605050,1996-05-05,1996,Sunday,PIT07,PIT,LAN,19206,day,66,sunny,none,torf,5.0,dry,4,2,6,regular
SDN199605050,1996-05-05,1996,Sunday,SAN01,SDN,SLN,27435,day,75,sunny,none,torf,5.0,dry,10,4,14,regular
SEA199605050,1996-05-05,1996,Sunday,SEA02,SEA,CLE,56883,day,68,dome,none,tocf,2.0,dry,0,2,2,regular
SFN199605050,1996-05-05,1996,Sunday,SFO02,SFN,CIN,18052,night,63,sunny,none,torf,,dry,6,12,18,regular
ATL199605060,1996-05-06,1996,Monday,ATL01,ATL,COL,28725,night,74,night,none,fromcf,15.0,,4,1,5,regular
CAL199605060,1996-05-06,1996,Monday,ANA01,CAL,KCA,14447,night,75,night,none,torf,5.0,dry,4,9,13,regular
FLO199605060,1996-05-06,1996,Monday,MIA01,FLO,NYN,16819,night,82,night,none,tocf,12.0,dry,4,1,5,regular
MON199605060,1996-05-06,1996,Monday,MON02,MON,CHN,46893,night,0,dome,none,unknown,,dry,6,2,8,regular
NYA199605060,1996-05-06,1996,Monday,NYC16,NYA,DET,12838,night,44,night,none,ltor,10.0,dry,10,5,15,regular
OAK199605060,1996-05-06,1996,Monday,OAK01,OAK,CLE,47313,night,56,night,none,rtol,12.0,dry,5,3,8,regular
PHI199605060,1996-05-06,1996,Monday,PHI12,PHI,HOU,15906,night,51,night,none,fromcf,20.0,dry,5,11,16,regular
PIT199605060,1996-05-06,1996,Monday,PIT07,PIT,LAN,9415,day,65,cloudy,none,torf,10.0,dry,4,8,12,regular
SEA199605060,1996-05-06,1996,Monday,SEA02,SEA,MIN,32203,night,68,dome,none,tocf,2.0,dry,5,4,9,regular
ATL199605070,1996-05-07,1996,Tuesday,ATL01,ATL,COL,29976,night,80,night,none,ltor,7.0,dry,6,5,11,regular
CAL199605070,1996-05-07,1996,Tuesday,ANA01,CAL,KCA,14657,night,72,night,none,torf,5.0,dry,3,5,8,regular
CHA199605070,1996-05-07,1996,Tuesday,CHI12,CHA,BAL,16130,night,51,night,none,ltor,10.0,dry,3,2,5,regular
CIN199605070,1996-05-07,1996,Tuesday,CIN08,CIN,LAN,18147,night,67,cloudy,none,torf,2.0,wet,3,2,5,regular
FLO199605070,1996-05-07,1996,Tuesday,MIA01,FLO,NYN,20127,night,78,night,none,tocf,7.0,dry,3,2,5,regular
MIL199605070,1996-05-07,1996,Tuesday,MIL05,MIL,BOS,7039,night,48,night,none,tocf,5.0,wet,2,4,6,regular
MON199605070,1996-05-07,1996,Tuesday,MON02,MON,CHN,13236,night,0,dome,none,unknown,,dry,8,3,11,regular
NYA199605070,1996-05-07,1996,Tuesday,NYC16,NYA,DET,12760,night,54,night,rain,rtol,14.0,damp,12,5,17,regular
OAK199605070,1996-05-07,1996,Tuesday,OAK01,OAK,CLE,10126,day,61,sunny,none,rtol,10.0,dry,8,4,12,regular
PHI199605070,1996-05-07,1996,Tuesday,PHI12,PHI,HOU,16569,night,51,night,drizzle,rtol,10.0,wet,5,7,12,regular
SEA199605070,1996-05-07,1996,Tuesday,SEA02,SEA,MIN,15626,night,0,dome,none,unknown,,dry,0,2,2,regular
SLN199605070,1996-05-07,1996,Tuesday,STL09,SLN,SFN,23492,night,72,night,none,torf,5.0,damp,2,4,6,regular
TEX199605070,1996-05-07,1996,Tuesday,ARL02,TEX,TOR,23005,night,82,night,none,rtol,17.0,dry,5,1,6,regular
ATL199605080,1996-05-08,1996,Wednesday,ATL01,ATL,COL,29363,night,82,night,none,tocf,9.0,dry,5,1,6,regular
CAL199605080,1996-05-08,1996,Wednesday,ANA01,CAL,KCA,16210,night,70,night,none,ltor,5.0,dry,1,3,4,regular
CHA199605080,1996-05-08,1996,Wednesday,CHI12,CHA,BAL,14974,night,58,night,none,rtol,3.0,wet,11,2,13,regular
CIN199605080,1996-05-08,1996,Wednesday,CIN08,CIN,LAN,17820,night,65,night,none,rtol,10.0,dry,5,0,5,regular
FLO199605080,1996-05-08,1996,Wednesday,MIA01,FLO,NYN,21357,night,83,night,none,fromcf,8.0,dry,6,3,9,regular
MON199605080,1996-05-08,1996,Wednesday,MON02,MON,CHN,12484,night,0,dome,none,unknown,,dry,4,2,6,regular
NYA199605080,1996-05-08,1996,Wednesday,NYC16,NYA,DET,18729,night,59,night,none,tolf,10.0,dry,10,3,13,regular
OAK199605080,1996-05-08,1996,Wednesday,OAK01,OAK,CLE,9288,night,56,night,none,rtol,15.0,dry,3,7,10,regular
PHI199605080,1996-05-08,1996,Wednesday,PHI12,PHI,HOU,16284,night,56,night,none,tocf,5.0,dry,2,1,3,regular
PIT199605081,1996-05-08,1996,Wednesday,PIT07,PIT,SDN,0,night,67,overcast,showers,fromrf,14.0,wet,4,5,9,regular
PIT199605082,1996-05-08,1996,Wednesday,PIT07,PIT,SDN,8508,night,57,night,showers,torf,14.0,wet,4,3,7,regular
SEA199605080,1996-05-08,1996,Wednesday,SEA02,SEA,MIN,22175,day,68,dome,none,unknown,,dry,5,7,12,regular
SLN199605080,1996-05-08,1996,Wednesday,STL09,SLN,SFN,22517,night,76,night,none,rtol,12.0,dry,7,10,17,regular
TEX199605080,1996-05-08,1996,Wednesday,ARL02,TEX,TOR,20694,night,83,night,none,fromrf,16.0,dry,4,2,6,regular
CAL199605090,1996-05-09,1996,Thursday,ANA01,CAL,KCA,15302,night,73,night,none,ltor,5.0,dry,2,8,10,regular
CHA199605090,1996-05-09,1996,Thursday,CHI12,CHA,BAL,14507,night,56,night,showers,ltor,7.0,damp,4,6,10,regular
FLO199605090,1996-05-09,1996,Thursday,MIA01,FLO,COL,21008,night,82,night,none,unknown,,dry,6,2,8,regular
MIL199605090,1996-05-09,1996,Thursday,MIL05,MIL,BOS,7379,day,54,overcast,drizzle,ltor,7.0,damp,17,2,19,regular
MON199605090,1996-05-09,1996,Thursday,MON02,MON,HOU,12470,night,0,dome,none,unknown,,dry,4,11,15,regular
NYA199605090,1996-05-09,1996,Thursday,NYC16,NYA,DET,13098,night,58,night,none,rtol,12.0,dry,2,4,6,regular
PIT199605090,1996-05-09,1996,Thursday,PIT07,PIT,SDN,10863,night,82,night,none,fromrf,5.0,dry,1,7,8,regular
SLN199605090,1996-05-09,1996,Thursday,STL09,SLN,SFN,37920,day,86,sunny,none,tolf,15.0,dry,16,8,24,regular
TEX199605090,1996-05-09,1996,Thursday,ARL02,TEX,TOR,34451,night,82,night,none,unknown,28.0,dry,2,5,7,regular
CAL199605100,1996-05-10,1996,Friday,ANA01,CAL,CLE,23522,night,74,night,none,ltor,5.0,dry,13,8,21,regular
CHA199605100,1996-05-10,1996,Friday,CHI12,CHA,NYA,15784,night,42,night,none,ltor,25.0,dry,5,2,7,regular
CIN199605100,1996-05-10,1996,Friday,CIN08,CIN,SDN,22508,night,64,night,rain,tocf,20.0,soaked,8,6,14,regular
FLO199605100,1996-05-10,1996,Friday,MIA01,FLO,COL,27309,night,83,night,none,fromcf,13.0,dry,4,2,6,regular
MIL199605100,1996-05-10,1996,Friday,MIL05,MIL,BAL,9520,night,43,night,drizzle,torf,20.0,damp,7,10,17,regular
MON199605100,1996-05-10,1996,Friday,MON02,MON,HOU,30315,night,0,dome,none,unknown,,dry,5,2,7,regular
NYN199605100,1996-05-10,1996,Friday,NYC17,NYN,CHN,16687,night,69,night,none,rtol,10.0,dry,2,0,2,regular
OAK199605100,1996-05-10,1996,Friday,OAK01,OAK,MIN,8278,night,59,night,none,rtol,10.0,dry,15,5,20,regular
PHI199605100,1996-05-10,1996,Friday,PHI12,PHI,ATL,27068,night,65,night,none,tolf,10.0,dry,0,11,11,regular
PIT199605100,1996-05-10,1996,Friday,PIT07,PIT,SFN,17611,night,87,night,showers,fromrf,15.0,wet,4,5,9,regular
SEA199605100,1996-05-10,1996,Friday,SEA02,SEA,KCA,24231,night,0,dome,none,unknown,,dry,10,14,24,regular
SLN199605100,1996-05-10,1996,Friday,STL09,SLN,LAN,36821,night,76,night,showers,tocf,15.0,wet,2,3,5,regular
TEX199605100,1996-05-10,1996,Friday,ARL02,TEX,DET,31426,night,85,night,none,tolf,12.0,dry,6,2,8,regular
TOR199605100,1996-05-10,1996,Friday,TOR02,TOR,BOS,31159,night,0,dome,none,unknown,,dry,5,6,11,regular
CAL199605110,1996-05-11,1996,Saturday,ANA01,CAL,CLE,32102,night,80,night,none,tocf,5.0,dry,5,6,11,regular
CHA199605110,1996-05-11,1996,Saturday,CHI12,CHA,NYA,25722,night,47,night,none,ltor,12.0,dry,7,5,12,regular
CIN199605110,1996-05-11,1996,Saturday,CIN08,CIN,SDN,24983,night,50,night,none,tocf,15.0,dry,1,0,1,regular
FLO199605110,1996-05-11,1996,Saturday,MIA01,FLO,COL,31549,night,83,night,none,tocf,8.0,dry,11,0,11,regular
MIL199605110,1996-05-11,1996,Saturday,MIL05,MIL,BAL,21081,day,46,sunny,none,ltor,14.0,dry,3,5,8,regular
MON199605110,1996-05-11,1996,Saturday,MON02,MON,HOU,26084,night,0,dome,none,unknown,,dry,10,9,19,regular
NYN199605110,1996-05-11,1996,Saturday,NYC17,NYN,CHN,23237,day,79,sunny,none,torf,12.0,dry,7,6,13,regular
OAK199605110,1996-05-11,1996,Saturday,OAK01,OAK,MIN,15791,day,73,sunny,none,rtol,10.0,dry,12,5,17,regular
PHI199605110,1996-05-11,1996,Saturday,PHI12,PHI,ATL,22823,night,65,night,rain,tocf,5.0,damp,3,11,14,regular
PIT199605110,1996-05-11,1996,Saturday,PIT07,PIT,SFN,16591,night,49,night,drizzle,fromrf,14.0,damp,7,12,19,regular
SEA199605110,1996-05-11,1996,Saturday,SEA02,SEA,KCA,43297,night,0,dome,none,unknown,,dry,11,1,12,regular
SLN199605110,1996-05-11,1996,Saturday,STL09,SLN,LAN,38008,day,60,cloudy,none,torf,12.0,dry,2,4,6,regular
TEX199605110,1996-05-11,1996,Saturday,ARL02,TEX,DET,42732,night,65,night,none,rtol,10.0,dry,11,7,18,regular
TOR199605110,1996-05-11,1996,Saturday,TOR02,TOR,BOS,33163,day,0,dome,none,unknown,,dry,9,8,17,regular
CAL199605120,1996-05-12,1996,Sunday,ANA01,CAL,CLE,22768,night,84,sunny,none,ltor,5.0,dry,1,4,5,regular
CHA199605120,1996-05-12,1996,Sunday,CHI12,CHA,NYA,17405,day,53,cloudy,none,ltor,10.0,dry,8,9,17,regular
CIN199605120,1996-05-12,1996,Sunday,CIN08,CIN,SDN,22786,day,50,sunny,none,ltor,15.0,dry,0,5,5,regular
FLO199605120,1996-05-12,1996,Sunday,MIA01,FLO,COL,21058,day,87,overcast,none,torf,7.0,dry,7,5,12,regular
MIL199605120,1996-05-12,1996,Sunday,MIL05,MIL,BAL,14333,day,48,sunny,none,ltor,12.0,dry,6,4,10,regular
MON199605120,1996-05-12,1996,Sunday,MON02,MON,HOU,19345,day,0,dome,none,unknown,,dry,7,6,13,regular
NYN199605120,1996-05-12,1996,Sunday,NYC17,NYN,CHN,19122,day,52,cloudy,none,ltor,29.0,dry,0,3,3,regular
OAK199605120,1996-05-12,1996,Sunday,OAK01,OAK,MIN,13430,day,76,sunny,none,rtol,8.0,dry,8,3,11,regular
PHI199605120,1996-05-12,1996,Sunday,PHI12,PHI,ATL,32314,day,54,cloudy,none,torf,20.0,dry,6,0,6,regular
PIT199605120,1996-05-12,1996,Sunday,PIT07,PIT,SFN,17132,day,51,overcast,none,tolf,14.0,dry,2,7,9,regular
SEA199605120,1996-05-12,1996,Sunday,SEA02,SEA,KCA,27470,day,0,dome,none,unknown,,dry,8,5,13,regular
SLN199605120,1996-05-12,1996,Sunday,STL09,SLN,LAN,38549,day,62,cloudy,none,ltor,12.0,dry,6,5,11,regular
TEX199605120,1996-05-12,1996,Sunday,ARL02,TEX,DET,35677,day,83,sunny,none,unknown,13.0,dry,3,5,8,regular
TOR199605120,1996-05-12,1996,Sunday,TOR02,TOR,BOS,31188,day,0,dome,none,unknown,,dry,8,7,15,regular
ATL199605130,1996-05-13,1996,Monday,ATL01,ATL,PIT,28583,night,71,night,none,ltor,16.0,dry,9,3,12,regular
CHN199605130,1996-05-13,1996,Monday,CHI11,CHN,HOU,22610,night,50,night,none,tocf,12.0,dry,6,0,6,regular
FLO199605130,1996-05-13,1996,Monday,MIA01,FLO,SLN,19227,night,83,night,none,fromrf,14.0,dry,5,2,7,regular
LAN199605130,1996-05-13,1996,Monday,LOS03,LAN,MON,25600,night,74,night,none,ltor,6.0,dry,2,3,5,regular
MIL199605130,1996-05-13,1996,Monday,MIL05,MIL,CHA,9544,night,51,night,none,fromcf,15.0,dry,6,2,8,regular
OAK199605130,1996-05-13,1996,Monday,OAK01,OAK,BAL,8204,night,64,night,none,rtol,11.0,dry,3,4,7,regular
PHI199605130,1996-05-13,1996,Monday,PHI12,PHI,SFN,18758,night,50,night,none,ltor,10.0,dry,1,2,3,regular
SDN199605130,1996-05-13,1996,Monday,SAN01,SDN,NYN,12829,night,66,night,none,tolf,8.0,dry,5,2,7,regular
TEX199605130,1996-05-13,1996,Monday,ARL02,TEX,KCA,22981,night,79,night,none,tolf,0.0,dry,7,6,13,regular
ATL199605140,1996-05-14,1996,Tuesday,ATL01,ATL,PIT,28175,night,68,night,none,rtol,12.0,dry,7,3,10,regular
BOS199605140,1996-05-14,1996,Tuesday,BOS07,BOS,CAL,22450,night,59,night,none,tolf,11.0,dry,4,3,7,regular
CHN199605140,1996-05-14,1996,Tuesday,CHI11,CHN,HOU,17562,day,57,night,none,rtol,15.0,dry,3,6,9,regular
CIN199605140,1996-05-14,1996,Tuesday,CIN08,CIN,COL,20535,night,61,night,none,rtol,7.0,dry,3,5,8,regular
CLE199605140,1996-05-14,1996,Tuesday,CLE08,CLE,DET,40765,night,52,night,none,tolf,7.0,dry,5,1,6,regular
FLO199605140,1996-05-14,1996,Tuesday,MIA01,FLO,SLN,16070,night,83,night,,torf,14.0,,11,5,16,regular
LAN199605140,1996-05-14,1996,Tuesday,LOS03,LAN,MON,37942,night,69,night,none,ltor,6.0,dry,2,1,3,regular
MIN199605140,1996-05-14,1996,Tuesday,MIN03,MIN,TOR,13483,night,0,dome,none,unknown,,dry,2,4,6,regular
NYA199605140,1996-05-14,1996,Tuesday,NYC16,NYA,SEA,20786,night,58,night,none,rtol,15.0,dry,2,0,2,regular
OAK199605140,1996-05-14,1996,Tuesday,OAK01,OAK,BAL,8466,night,66,night,none,tocf,15.0,dry,1,9,10,regular
PHI199605140,1996-05-14,1996,Tuesday,PHI12,PHI,SFN,18774,night,56,night,none,tocf,5.0,dry,7,0,7,regular
SDN199605140,1996-05-14,1996,Tuesday,SAN01,SDN,NYN,12168,night,67,night,none,torf,8.0,dry,9,4,13,regular
TEX199605140,1996-05-14,1996,Tuesday,ARL02,TEX,KCA,28999,night,86,night,none,fromrf,30.0,dry,10,0,10,regular
ATL199605150,1996-05-15,1996,Wednesday,ATL01,ATL,PIT,30917,night,74,night,none,rtol,12.0,dry,0,3,3,regular
BOS199605150,1996-05-15,1996,Wednesday,BOS07,BOS,CAL,23455,night,61,night,none,tolf,13.0,dry,17,6,23,regular
CHN199605150,1996-05-15,1996,Wednesday,CHI11,CHN,HOU,16093,day,60,overcast,none,rtol,10.0,dry,5,7,12,regular
CLE199605150,1996-05-15,1996,Wednesday,CLE08,CLE,DET,42259,night,54,night,none,tocf,20.0,dry,5,2,7,regular
FLO199605150,1996-05-15,1996,Wednesday,MIA01,FLO,SLN,18066,night,81,night,none,ltor,10.0,dry,0,6,6,regular
LAN199605150,1996-05-15,1996,Wednesday,LOS03,LAN,MON,26875,night,70,night,none,ltor,3.0,dry,7,2,9,regular
MIL199605150,1996-05-15,1996,Wednesday,MIL05,MIL,CHA,8733,night,46,night,drizzle,fromlf,7.0,wet,8,20,28,regular
MIN199605150,1996-05-15,1996,Wednesday,MIN03,MIN,TOR,11793,night,68,dome,none,tolf,0.0,dry,2,1,3,regular
NYA199605150,1996-05-15,1996,Wednesday,NYC16,NYA,SEA,20680,night,63,night,none,rtol,18.0,dry,5,10,15,regular
PHI199605150,1996-05-15,1996,Wednesday,PHI12,PHI,SFN,25085,day,62,cloudy,none,unknown,7.0,dry,7,6,13,regular
SDN199605150,1996-05-15,1996,Wednesday,SAN01,SDN,NYN,12166,night,66,night,none,unknown,,dry,4,3,7,regular
TEX199605150,1996-05-15,1996,Wednesday,ARL02,TEX,KCA,26881,night,86,night,none,unknown,36.0,dry,1,3,4,regular
CHN199605160,1996-05-16,1996,Thursday,CHI11,CHN,HOU,15902,day,55,overcast,none,rtol,13.0,dry,13,1,14,regular
CLE199605160,1996-05-16,1996,Thursday,CLE08,CLE,DET,42330,night,51,night,none,fromcf,8.0,dry,8,3,11,regular
LAN199605160,1996-05-16,1996,Thursday,LOS03,LAN,PHI,25960,night,70,night,none,rtol,8.0,dry,8,2,10,regular
MIL199605160,1996-05-16,1996,Thursday,MIL05,MIL,CHA,13849,day,49,overcast,none,fromlf,6.0,wet,3,2,5,regular
MIN199605160,1996-05-16,1996,Thursday,MIN03,MIN,TOR,13538,day,70,dome,none,tolf,0.0,dry,4,1,5,regular
SDN199605160,1996-05-16,1996,Thursday,SAN01,SDN,NYN,17341,day,73,sunny,none,ltor,5.0,dry,3,6,9,regular
ATL199605170,1996-05-17,1996,Friday,ATL01,ATL,CIN,40612,night,0,night,none,unknown,,dry,8,2,10,regular
BAL199605170,1996-05-17,1996,Friday,BAL12,BAL,SEA,47259,night,67,night,none,fromrf,15.0,dry,14,13,27,regular
BOS199605170,1996-05-17,1996,Friday,BOS07,BOS,OAK,28690,night,57,night,none,tolf,15.0,dry,5,3,8,regular
CHN199605170,1996-05-17,1996,Friday,CHI11,CHN,FLO,32528,day,78,sunny,none,rtol,8.0,wet,3,1,4,regular
CLE199605170,1996-05-17,1996,Friday,CLE08,CLE,TEX,41225,night,66,night,none,torf,4.0,wet,12,10,22,regular
COL199605170,1996-05-17,1996,Friday,DEN02,COL,SLN,48074,night,78,night,none,tolf,9.0,dry,12,11,23,regular
DET199605170,1996-05-17,1996,Friday,DET04,DET,CHA,12094,night,72,night,none,rtol,5.0,dry,6,11,17,regular
HOU199605170,1996-05-17,1996,Friday,HOU02,HOU,PIT,22882,night,68,dome,none,tolf,0.0,dry,4,2,6,regular
KCA199605170,1996-05-17,1996,Friday,KAN06,KCA,TOR,20079,night,87,night,none,rtol,15.0,dry,4,2,6,regular
LAN199605170,1996-05-17,1996,Friday,LOS03,LAN,PHI,54304,night,72,,,unknown,,,6,3,9,regular
MIN199605170,1996-05-17,1996,Friday,MIN03,MIN,MIL,26733,night,70,dome,none,tolf,0.0,dry,1,12,13,regular
NYA199605170,1996-05-17,1996,Friday,NYC16,NYA,CAL,19087,night,71,night,none,rtol,7.0,dry,8,5,13,regular
SDN199605170,1996-05-17,1996,Friday,SAN01,SDN,MON,26469,night,69,night,none,ltor,2.0,dry,2,1,3,regular
ATL199605180,1996-05-18,1996,Saturday,ATL01,ATL,CIN,49553,night,90,night,none,ltor,10.0,dry,2,1,3,regular
BAL199605180,1996-05-18,1996,Saturday,BAL12,BAL,SEA,46434,night,81,night,none,tocf,8.0,dry,3,7,10,regular
BOS199605180,1996-05-18,1996,Saturday,BOS07,BOS,OAK,31663,day,62,cloudy,none,tolf,7.0,dry,5,6,11,regular
CHN199605180,1996-05-18,1996,Saturday,CHI11,CHN,FLO,38003,day,85,sunny,none,ltor,14.0,dry,2,3,5,regular
CLE199605180,1996-05-18,1996,Saturday,CLE08,CLE,TEX,40973,day,83,sunny,none,tocf,24.0,dry,3,6,9,regular
COL199605180,1996-05-18,1996,Saturday,DEN02,COL,SLN,48103,night,92,night,none,torf,15.0,dry,9,8,17,regular
DET199605180,1996-05-18,1996,Saturday,DET04,DET,CHA,21673,day,86,cloudy,none,tolf,16.0,dry,4,16,20,regular
HOU199605180,1996-05-18,1996,Saturday,HOU02,HOU,PIT,21010,night,0,dome,none,unknown,,dry,1,2,3,regular
KCA199605180,1996-05-18,1996,Saturday,KAN06,KCA,TOR,18116,night,85,night,none,rtol,20.0,,2,6,8,regular
LAN199605180,1996-05-18,1996,Saturday,LOS03,LAN,PHI,51064,night,0,,,unknown,,,7,2,9,regular
MIN199605180,1996-05-18,1996,Saturday,MIN03,MIN,MIL,30593,night,69,dome,none,tolf,0.0,dry,3,7,10,regular
NYA199605180,1996-05-18,1996,Saturday,NYC16,NYA,CAL,22821,day,58,overcast,none,rtol,10.0,wet,7,3,10,regular
SDN199605180,1996-05-18,1996,Saturday,SAN01,SDN,MON,31749,night,70,night,none,torf,5.0,dry,2,3,5,regular
SFN199605180,1996-05-18,1996,Saturday,SFO02,SFN,NYN,15298,day,67,overcast,none,tolf,16.0,wet,5,14,19,regular
ATL199605190,1996-05-19,1996,Sunday,ATL01,ATL,CIN,41153,day,91,sunny,none,ltor,8.0,dry,9,5,14,regular
BAL199605190,1996-05-19,1996,Sunday,BAL12,BAL,SEA,47565,day,97,sunny,none,fromcf,15.0,dry,8,7,15,regular
BOS199605190,1996-05-19,1996,Sunday,BOS07,BOS,OAK,32601,day,73,sunny,none,fromcf,6.0,dry,12,2,14,regular
CHN199605190,1996-05-19,1996,Sunday,CHI11,CHN,FLO,30420,day,84,sunny,none,tocf,27.0,dry,7,8,15,regular
CLE199605190,1996-05-19,1996,Sunday,CLE08,CLE,TEX,43299,day,83,sunny,none,tocf,10.0,dry,8,5,13,regular
COL199605190,1996-05-19,1996,Sunday,DEN02,COL,SLN,48075,day,68,sunny,none,fromlf,8.0,dry,10,3,13,regular
DET199605190,1996-05-19,1996,Sunday,DET04,DET,CHA,9709,night,87,night,none,ltor,20.0,dry,3,14,17,regular
HOU199605190,1996-05-19,1996,Sunday,HOU02,HOU,PIT,18815,day,0,dome,none,unknown,,dry,4,3,7,regular
KCA199605190,1996-05-19,1996,Sunday,KAN06,KCA,TOR,15039,day,85,cloudy,none,ltor,22.0,dry,2,3,5,regular
LAN199605190,1996-05-19,1996,Sunday,LOS03,LAN,PHI,38178,day,0,,,unknown,,,4,5,9,regular
MIN199605190,1996-05-19,1996,Sunday,MIN03,MIN,MIL,24411,day,68,dome,none,unknown,0.0,dry,2,4,6,regular
NYA199605190,1996-05-19,1996,Sunday,NYC16,NYA,CAL,37326,day,74,sunny,none,torf,7.0,dry,1,10,11,regular
SDN199605190,1996-05-19,1996,Sunday,SAN01,SDN,MON,28769,day,74,sunny,none,ltor,7.0,dry,4,3,7,regular
SFN199605191,1996-05-19,1996,Sunday,SFO02,SFN,NYN,0,day,68,sunny,none,ltor,16.0,dry,1,0,1,regular
SFN199605192,1996-05-19,1996,Sunday,SFO02,SFN,NYN,22959,day,70,sunny,none,ltor,17.0,dry,6,2,8,regular
ATL199605200,1996-05-20,1996,Monday,ATL01,ATL,CHN,29984,night,88,night,none,ltor,8.0,dry,18,1,19,regular
BAL199605200,1996-05-20,1996,Monday,BAL12,BAL,CAL,43492,night,99,night,none,tocf,7.0,dry,13,1,14,regular
BOS199605200,1996-05-20,1996,Monday,BOS07,BOS,OAK,20890,night,94,night,none,tolf,8.0,dry,16,4,20,regular
CIN199605200,1996-05-20,1996,Monday,CIN08,CIN,FLO,18023,night,84,night,none,rtol,15.0,dry,3,5,8,regular
COL199605200,1996-05-20,1996,Monday,DEN02,COL,PIT,48042,night,64,overcast,none,fromrf,10.0,dry,10,7,17,regular
HOU199605200,1996-05-20,1996,Monday,HOU02,HOU,SLN,14547,night,0,dome,,unknown,,,3,5,8,regular
KCA199605200,1996-05-20,1996,Monday,KAN06,KCA,TOR,14303,night,63,night,none,ltor,10.0,dry,5,4,9,regular
LAN199605200,1996-05-20,1996,Monday,LOS03,LAN,NYN,26625,night,70,night,none,rtol,6.0,dry,1,7,8,regular
MIN199605200,1996-05-20,1996,Monday,MIN03,MIN,MIL,13376,night,68,dome,none,tolf,0.0,dry,2,3,5,regular
SFN199605200,1996-05-20,1996,Monday,SFO02,SFN,MON,10062,night,60,night,none,torf,15.0,dry,9,6,15,regular
ATL199605210,1996-05-21,1996,Tuesday,ATL01,ATL,CHN,31045,night,88,night,none,ltor,5.0,dry,2,4,6,regular
BAL199605210,1996-05-21,1996,Tuesday,BAL12,BAL,CAL,39974,night,81,night,rain,torf,15.0,,2,5,7,regular
BOS199605210,1996-05-21,1996,Tuesday,BOS07,BOS,SEA,24528,night,74,night,showers,tocf,8.0,wet,7,13,20,regular
CHA199605210,1996-05-21,1996,Tuesday,CHI12,CHA,TOR,17483,night,77,night,none,tolf,14.0,dry,2,1,3,regular
CIN199605210,1996-05-21,1996,Tuesday,CIN08,CIN,FLO,19534,night,76,night,none,tocf,10.0,dry,2,3,5,regular
CLE199605210,1996-05-21,1996,Tuesday,CLE08,CLE,MIL,39974,night,67,night,none,tocf,5.0,dry,6,5,11,regular
COL199605210,1996-05-21,1996,Tuesday,DEN02,COL,PIT,48037,night,72,night,none,torf,8.0,dry,12,10,22,regular
DET199605210,1996-05-21,1996,Tuesday,DET04,DET,KCA,24372,night,81,night,none,ltor,5.0,dry,1,7,8,regular
HOU199605210,1996-05-21,1996,Tuesday,HOU02,HOU,SLN,17935,night,68,dome,none,tolf,0.0,dry,2,8,10,regular
LAN199605210,1996-05-21,1996,Tuesday,LOS03,LAN,NYN,27158,night,69,night,none,rtol,6.0,dry,6,4,10,regular
MIN199605210,1996-05-21,1996,Tuesday,MIN03,MIN,TEX,12323,night,0,night,none,unknown,,dry,4,3,7,regular
NYA199605210,1996-05-21,1996,Tuesday,NYC16,NYA,OAK,15614,night,76,night,showers,rtol,12.0,damp,7,3,10,regular
SDN199605210,1996-05-21,1996,Tuesday,SAN01,SDN,PHI,11954,night,67,night,none,torf,5.0,dry,4,5,9,regular
SFN199605210,1996-05-21,1996,Tuesday,SFO02,SFN,MON,8911,day,60,cloudy,showers,tocf,20.0,wet,8,5,13,regular
